,away_name,away_abbr,home_name,home_abbr,winning_name,winning_abbr,week,year
2242,New York Giants,nyg,Washington Football Team,was,New York Giants,nyg,14,2018
2243,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,14,2018
2244,New England Patriots,nwe,Miami Dolphins,mia,Miami Dolphins,mia,14,2018
2245,Baltimore Ravens,rav,Kansas City Chiefs,kan,Kansas City Chiefs,kan,14,2018
2246,Indianapolis Colts,clt,Houston Texans,htx,Indianapolis Colts,clt,14,2018
2247,Atlanta Falcons,atl,Green Bay Packers,gnb,Green Bay Packers,gnb,14,2018
2248,Carolina Panthers,car,Cleveland Browns,cle,Cleveland Browns,cle,14,2018
2249,Denver Broncos,den,San Francisco 49ers,sfo,San Francisco 49ers,sfo,14,2018
2250,Cincinnati Bengals,cin,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,14,2018
2251,Pittsburgh Steelers,pit,Las Vegas Raiders,rai,Las Vegas Raiders,rai,14,2018
2252,Philadelphia Eagles,phi,Dallas Cowboys,dal,Dallas Cowboys,dal,14,2018
2253,Detroit Lions,det,Arizona Cardinals,crd,Detroit Lions,det,14,2018
2254,Los Angeles Rams,ram,Chicago Bears,chi,Chicago Bears,chi,14,2018
2255,Minnesota Vikings,min,Seattle Seahawks,sea,Seattle Seahawks,sea,14,2018
2256,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,15,2018
2257,Houston Texans,htx,New York Jets,nyj,Houston Texans,htx,15,2018
2258,Cleveland Browns,cle,Denver Broncos,den,Cleveland Browns,cle,15,2018
2259,Tampa Bay Buccaneers,tam,Baltimore Ravens,rav,Baltimore Ravens,rav,15,2018
2260,Tennessee Titans,oti,New York Giants,nyg,Tennessee Titans,oti,15,2018
2261,Miami Dolphins,mia,Minnesota Vikings,min,Minnesota Vikings,min,15,2018
2262,Washington Football Team,was,Jacksonville Jaguars,jax,Washington Football Team,was,15,2018
2263,Dallas Cowboys,dal,Indianapolis Colts,clt,Indianapolis Colts,clt,15,2018
2264,Las Vegas Raiders,rai,Cincinnati Bengals,cin,Cincinnati Bengals,cin,15,2018
2265,Green Bay Packers,gnb,Chicago Bears,chi,Chicago Bears,chi,15,2018
2266,Detroit Lions,det,Buffalo Bills,buf,Buffalo Bills,buf,15,2018
2267,Arizona Cardinals,crd,Atlanta Falcons,atl,Atlanta Falcons,atl,15,2018
2268,Seattle Seahawks,sea,San Francisco 49ers,sfo,San Francisco 49ers,sfo,15,2018
2269,New England Patriots,nwe,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,15,2018
2270,Philadelphia Eagles,phi,Los Angeles Rams,ram,Philadelphia Eagles,phi,15,2018
2271,New Orleans Saints,nor,Carolina Panthers,car,New Orleans Saints,nor,15,2018
2272,Washington Football Team,was,Tennessee Titans,oti,Tennessee Titans,oti,16,2018
2273,Baltimore Ravens,rav,Los Angeles Chargers,sdg,Baltimore Ravens,rav,16,2018
2274,Atlanta Falcons,atl,Carolina Panthers,car,Atlanta Falcons,atl,16,2018
2275,Houston Texans,htx,Philadelphia Eagles,phi,Philadelphia Eagles,phi,16,2018
2276,Green Bay Packers,gnb,New York Jets,nyj,Green Bay Packers,gnb,16,2018
2277,Buffalo Bills,buf,New England Patriots,nwe,New England Patriots,nwe,16,2018
2278,Jacksonville Jaguars,jax,Miami Dolphins,mia,Jacksonville Jaguars,jax,16,2018
2279,Minnesota Vikings,min,Detroit Lions,det,Minnesota Vikings,min,16,2018
2280,Tampa Bay Buccaneers,tam,Dallas Cowboys,dal,Dallas Cowboys,dal,16,2018
2281,New York Giants,nyg,Indianapolis Colts,clt,Indianapolis Colts,clt,16,2018
2282,Cincinnati Bengals,cin,Cleveland Browns,cle,Cleveland Browns,cle,16,2018
2283,Chicago Bears,chi,San Francisco 49ers,sfo,Chicago Bears,chi,16,2018
2284,Los Angeles Rams,ram,Arizona Cardinals,crd,Los Angeles Rams,ram,16,2018
2285,Pittsburgh Steelers,pit,New Orleans Saints,nor,New Orleans Saints,nor,16,2018
2286,Kansas City Chiefs,kan,Seattle Seahawks,sea,Seattle Seahawks,sea,16,2018
2287,Denver Broncos,den,Las Vegas Raiders,rai,Las Vegas Raiders,rai,16,2018
2288,Detroit Lions,det,Green Bay Packers,gnb,Detroit Lions,det,17,2018
2289,Miami Dolphins,mia,Buffalo Bills,buf,Buffalo Bills,buf,17,2018
2290,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,17,2018
2291,Dallas Cowboys,dal,New York Giants,nyg,Dallas Cowboys,dal,17,2018
2292,New York Jets,nyj,New England Patriots,nwe,New England Patriots,nwe,17,2018
2293,Carolina Panthers,car,New Orleans Saints,nor,Carolina Panthers,car,17,2018
2294,Jacksonville Jaguars,jax,Houston Texans,htx,Houston Texans,htx,17,2018
2295,Los Angeles Chargers,sdg,Denver Broncos,den,Los Angeles Chargers,sdg,17,2018
2296,Philadelphia Eagles,phi,Washington Football Team,was,Philadelphia Eagles,phi,17,2018
2297,Arizona Cardinals,crd,Seattle Seahawks,sea,Seattle Seahawks,sea,17,2018
2298,Cleveland Browns,cle,Baltimore Ravens,rav,Baltimore Ravens,rav,17,2018
2299,San Francisco 49ers,sfo,Los Angeles Rams,ram,Los Angeles Rams,ram,17,2018
2300,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,17,2018
2301,Chicago Bears,chi,Minnesota Vikings,min,Chicago Bears,chi,17,2018
2302,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Kansas City Chiefs,kan,17,2018
2303,Indianapolis Colts,clt,Tennessee Titans,oti,Indianapolis Colts,clt,17,2018
2304,Green Bay Packers,gnb,Chicago Bears,chi,Green Bay Packers,gnb,1,2019
2305,Tennessee Titans,oti,Cleveland Browns,cle,Tennessee Titans,oti,1,2019
2306,Los Angeles Rams,ram,Carolina Panthers,car,Los Angeles Rams,ram,1,2019
2307,Washington Football Team,was,Philadelphia Eagles,phi,Philadelphia Eagles,phi,1,2019
2308,Buffalo Bills,buf,New York Jets,nyj,Buffalo Bills,buf,1,2019
2309,Atlanta Falcons,atl,Minnesota Vikings,min,Minnesota Vikings,min,1,2019
2310,Baltimore Ravens,rav,Miami Dolphins,mia,Baltimore Ravens,rav,1,2019
2311,Kansas City Chiefs,kan,Jacksonville Jaguars,jax,Kansas City Chiefs,kan,1,2019
2312,Cincinnati Bengals,cin,Seattle Seahawks,sea,Seattle Seahawks,sea,1,2019
2313,Indianapolis Colts,clt,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,1,2019
2314,San Francisco 49ers,sfo,Tampa Bay Buccaneers,tam,San Francisco 49ers,sfo,1,2019
2315,New York Giants,nyg,Dallas Cowboys,dal,Dallas Cowboys,dal,1,2019
2316,Detroit Lions,det,Arizona Cardinals,crd,,,1,2019
2317,Pittsburgh Steelers,pit,New England Patriots,nwe,New England Patriots,nwe,1,2019
2318,Houston Texans,htx,New Orleans Saints,nor,New Orleans Saints,nor,1,2019
2319,Denver Broncos,den,Las Vegas Raiders,rai,Las Vegas Raiders,rai,1,2019
2320,Tampa Bay Buccaneers,tam,Carolina Panthers,car,Tampa Bay Buccaneers,tam,2,2019
2321,San Francisco 49ers,sfo,Cincinnati Bengals,cin,San Francisco 49ers,sfo,2,2019
2322,Dallas Cowboys,dal,Washington Football Team,was,Dallas Cowboys,dal,2,2019
2323,Arizona Cardinals,crd,Baltimore Ravens,rav,Baltimore Ravens,rav,2,2019
2324,Seattle Seahawks,sea,Pittsburgh Steelers,pit,Seattle Seahawks,sea,2,2019
2325,Indianapolis Colts,clt,Tennessee Titans,oti,Indianapolis Colts,clt,2,2019
2326,Buffalo Bills,buf,New York Giants,nyg,Buffalo Bills,buf,2,2019
2327,New England Patriots,nwe,Miami Dolphins,mia,New England Patriots,nwe,2,2019
2328,Jacksonville Jaguars,jax,Houston Texans,htx,Houston Texans,htx,2,2019
2329,Minnesota Vikings,min,Green Bay Packers,gnb,Green Bay Packers,gnb,2,2019
2330,Los Angeles Chargers,sdg,Detroit Lions,det,Detroit Lions,det,2,2019
2331,Kansas City Chiefs,kan,Las Vegas Raiders,rai,Kansas City Chiefs,kan,2,2019
2332,New Orleans Saints,nor,Los Angeles Rams,ram,Los Angeles Rams,ram,2,2019
2333,Chicago Bears,chi,Denver Broncos,den,Chicago Bears,chi,2,2019
2334,Philadelphia Eagles,phi,Atlanta Falcons,atl,Atlanta Falcons,atl,2,2019
2335,Cleveland Browns,cle,New York Jets,nyj,Cleveland Browns,cle,2,2019
2336,Tennessee Titans,oti,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,3,2019
2337,Cincinnati Bengals,cin,Buffalo Bills,buf,Buffalo Bills,buf,3,2019
2338,Detroit Lions,det,Philadelphia Eagles,phi,Detroit Lions,det,3,2019
2339,New York Jets,nyj,New England Patriots,nwe,New England Patriots,nwe,3,2019
2340,Las Vegas Raiders,rai,Minnesota Vikings,min,Minnesota Vikings,min,3,2019
2341,Baltimore Ravens,rav,Kansas City Chiefs,kan,Kansas City Chiefs,kan,3,2019
2342,Denver Broncos,den,Green Bay Packers,gnb,Green Bay Packers,gnb,3,2019
2343,Miami Dolphins,mia,Dallas Cowboys,dal,Dallas Cowboys,dal,3,2019
2344,Atlanta Falcons,atl,Indianapolis Colts,clt,Indianapolis Colts,clt,3,2019
2345,New York Giants,nyg,Tampa Bay Buccaneers,tam,New York Giants,nyg,3,2019
2346,Carolina Panthers,car,Arizona Cardinals,crd,Carolina Panthers,car,3,2019
2347,Pittsburgh Steelers,pit,San Francisco 49ers,sfo,San Francisco 49ers,sfo,3,2019
2348,New Orleans Saints,nor,Seattle Seahawks,sea,New Orleans Saints,nor,3,2019
2349,Houston Texans,htx,Los Angeles Chargers,sdg,Houston Texans,htx,3,2019
2350,Los Angeles Rams,ram,Cleveland Browns,cle,Los Angeles Rams,ram,3,2019
2351,Chicago Bears,chi,Washington Football Team,was,Chicago Bears,chi,3,2019
2352,Philadelphia Eagles,phi,Green Bay Packers,gnb,Philadelphia Eagles,phi,4,2019
2353,New England Patriots,nwe,Buffalo Bills,buf,New England Patriots,nwe,4,2019
2354,Tennessee Titans,oti,Atlanta Falcons,atl,Tennessee Titans,oti,4,2019
2355,Cleveland Browns,cle,Baltimore Ravens,rav,Cleveland Browns,cle,4,2019
2356,Washington Football Team,was,New York Giants,nyg,New York Giants,nyg,4,2019
2357,Los Angeles Chargers,sdg,Miami Dolphins,mia,Los Angeles Chargers,sdg,4,2019
2358,Carolina Panthers,car,Houston Texans,htx,Carolina Panthers,car,4,2019
2359,Kansas City Chiefs,kan,Detroit Lions,det,Kansas City Chiefs,kan,4,2019
2360,Las Vegas Raiders,rai,Indianapolis Colts,clt,Las Vegas Raiders,rai,4,2019
2361,Tampa Bay Buccaneers,tam,Los Angeles Rams,ram,Tampa Bay Buccaneers,tam,4,2019
2362,Seattle Seahawks,sea,Arizona Cardinals,crd,Seattle Seahawks,sea,4,2019
2363,Jacksonville Jaguars,jax,Denver Broncos,den,Jacksonville Jaguars,jax,4,2019
2364,Minnesota Vikings,min,Chicago Bears,chi,Chicago Bears,chi,4,2019
2365,Dallas Cowboys,dal,New Orleans Saints,nor,New Orleans Saints,nor,4,2019
2366,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,4,2019
2367,Los Angeles Rams,ram,Seattle Seahawks,sea,Seattle Seahawks,sea,5,2019
2368,Arizona Cardinals,crd,Cincinnati Bengals,cin,Arizona Cardinals,crd,5,2019
2369,Jacksonville Jaguars,jax,Carolina Panthers,car,Carolina Panthers,car,5,2019
2370,New England Patriots,nwe,Washington Football Team,was,New England Patriots,nwe,5,2019
2371,Chicago Bears,chi,Las Vegas Raiders,rai,Las Vegas Raiders,rai,5,2019
2372,Baltimore Ravens,rav,Pittsburgh Steelers,pit,Baltimore Ravens,rav,5,2019
2373,New York Jets,nyj,Philadelphia Eagles,phi,Philadelphia Eagles,phi,5,2019
2374,Buffalo Bills,buf,Tennessee Titans,oti,Buffalo Bills,buf,5,2019
2375,Minnesota Vikings,min,New York Giants,nyg,Minnesota Vikings,min,5,2019
2376,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,New Orleans Saints,nor,5,2019
2377,Atlanta Falcons,atl,Houston Texans,htx,Houston Texans,htx,5,2019
2378,Denver Broncos,den,Los Angeles Chargers,sdg,Denver Broncos,den,5,2019
2379,Green Bay Packers,gnb,Dallas Cowboys,dal,Green Bay Packers,gnb,5,2019
2380,Indianapolis Colts,clt,Kansas City Chiefs,kan,Indianapolis Colts,clt,5,2019
2381,Cleveland Browns,cle,San Francisco 49ers,sfo,San Francisco 49ers,sfo,5,2019
2382,New York Giants,nyg,New England Patriots,nwe,New England Patriots,nwe,6,2019
2383,Carolina Panthers,car,Tampa Bay Buccaneers,tam,Carolina Panthers,car,6,2019
2384,Seattle Seahawks,sea,Cleveland Browns,cle,Seattle Seahawks,sea,6,2019
2385,Cincinnati Bengals,cin,Baltimore Ravens,rav,Baltimore Ravens,rav,6,2019
2386,Philadelphia Eagles,phi,Minnesota Vikings,min,Minnesota Vikings,min,6,2019
2387,Washington Football Team,was,Miami Dolphins,mia,Washington Football Team,was,6,2019
2388,Houston Texans,htx,Kansas City Chiefs,kan,Houston Texans,htx,6,2019
2389,New Orleans Saints,nor,Jacksonville Jaguars,jax,New Orleans Saints,nor,6,2019
2390,Atlanta Falcons,atl,Arizona Cardinals,crd,Arizona Cardinals,crd,6,2019
2391,San Francisco 49ers,sfo,Los Angeles Rams,ram,San Francisco 49ers,sfo,6,2019
2392,Dallas Cowboys,dal,New York Jets,nyj,New York Jets,nyj,6,2019
2393,Tennessee Titans,oti,Denver Broncos,den,Denver Broncos,den,6,2019
2394,Pittsburgh Steelers,pit,Los Angeles Chargers,sdg,Pittsburgh Steelers,pit,6,2019
2395,Detroit Lions,det,Green Bay Packers,gnb,Green Bay Packers,gnb,6,2019
2396,Kansas City Chiefs,kan,Denver Broncos,den,Kansas City Chiefs,kan,7,2019
2397,Miami Dolphins,mia,Buffalo Bills,buf,Buffalo Bills,buf,7,2019
2398,Los Angeles Rams,ram,Atlanta Falcons,atl,Los Angeles Rams,ram,7,2019
2399,San Francisco 49ers,sfo,Washington Football Team,was,San Francisco 49ers,sfo,7,2019
2400,Arizona Cardinals,crd,New York Giants,nyg,Arizona Cardinals,crd,7,2019
2401,Las Vegas Raiders,rai,Green Bay Packers,gnb,Green Bay Packers,gnb,7,2019
2402,Minnesota Vikings,min,Detroit Lions,det,Minnesota Vikings,min,7,2019
2403,Houston Texans,htx,Indianapolis Colts,clt,Indianapolis Colts,clt,7,2019
2404,Jacksonville Jaguars,jax,Cincinnati Bengals,cin,Jacksonville Jaguars,jax,7,2019
2405,Los Angeles Chargers,sdg,Tennessee Titans,oti,Tennessee Titans,oti,7,2019
2406,Baltimore Ravens,rav,Seattle Seahawks,sea,Baltimore Ravens,rav,7,2019
2407,New Orleans Saints,nor,Chicago Bears,chi,New Orleans Saints,nor,7,2019
2408,Philadelphia Eagles,phi,Dallas Cowboys,dal,Dallas Cowboys,dal,7,2019
2409,New England Patriots,nwe,New York Jets,nyj,New England Patriots,nwe,7,2019
2410,Washington Football Team,was,Minnesota Vikings,min,Minnesota Vikings,min,8,2019
2411,Philadelphia Eagles,phi,Buffalo Bills,buf,Philadelphia Eagles,phi,8,2019
2412,Seattle Seahawks,sea,Atlanta Falcons,atl,Seattle Seahawks,sea,8,2019
2413,Cincinnati Bengals,cin,Los Angeles Rams,ram,Los Angeles Rams,ram,8,2019
2414,Tampa Bay Buccaneers,tam,Tennessee Titans,oti,Tennessee Titans,oti,8,2019
2415,Arizona Cardinals,crd,New Orleans Saints,nor,New Orleans Saints,nor,8,2019
2416,New York Jets,nyj,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,8,2019
2417,New York Giants,nyg,Detroit Lions,det,Detroit Lions,det,8,2019
2418,Denver Broncos,den,Indianapolis Colts,clt,Indianapolis Colts,clt,8,2019
2419,Los Angeles Chargers,sdg,Chicago Bears,chi,Los Angeles Chargers,sdg,8,2019
2420,Carolina Panthers,car,San Francisco 49ers,sfo,San Francisco 49ers,sfo,8,2019
2421,Cleveland Browns,cle,New England Patriots,nwe,New England Patriots,nwe,8,2019
2422,Las Vegas Raiders,rai,Houston Texans,htx,Houston Texans,htx,8,2019
2423,Green Bay Packers,gnb,Kansas City Chiefs,kan,Green Bay Packers,gnb,8,2019
2424,Miami Dolphins,mia,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,8,2019
2425,San Francisco 49ers,sfo,Arizona Cardinals,crd,San Francisco 49ers,sfo,9,2019
2426,Houston Texans,htx,Jacksonville Jaguars,jax,Houston Texans,htx,9,2019
2427,Tennessee Titans,oti,Carolina Panthers,car,Carolina Panthers,car,9,2019
2428,Washington Football Team,was,Buffalo Bills,buf,Buffalo Bills,buf,9,2019
2429,Indianapolis Colts,clt,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,9,2019
2430,Chicago Bears,chi,Philadelphia Eagles,phi,Philadelphia Eagles,phi,9,2019
2431,New York Jets,nyj,Miami Dolphins,mia,Miami Dolphins,mia,9,2019
2432,Minnesota Vikings,min,Kansas City Chiefs,kan,Kansas City Chiefs,kan,9,2019
2433,Tampa Bay Buccaneers,tam,Seattle Seahawks,sea,Seattle Seahawks,sea,9,2019
2434,Detroit Lions,det,Las Vegas Raiders,rai,Las Vegas Raiders,rai,9,2019
2435,Green Bay Packers,gnb,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,9,2019
2436,Cleveland Browns,cle,Denver Broncos,den,Denver Broncos,den,9,2019
2437,New England Patriots,nwe,Baltimore Ravens,rav,Baltimore Ravens,rav,9,2019
2438,Dallas Cowboys,dal,New York Giants,nyg,Dallas Cowboys,dal,9,2019
2439,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,Las Vegas Raiders,rai,10,2019
2440,Baltimore Ravens,rav,Cincinnati Bengals,cin,Baltimore Ravens,rav,10,2019
2441,Detroit Lions,det,Chicago Bears,chi,Chicago Bears,chi,10,2019
2442,Arizona Cardinals,crd,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,10,2019
2443,Kansas City Chiefs,kan,Tennessee Titans,oti,Tennessee Titans,oti,10,2019
2444,New York Giants,nyg,New York Jets,nyj,New York Jets,nyj,10,2019
2445,Atlanta Falcons,atl,New Orleans Saints,nor,Atlanta Falcons,atl,10,2019
2446,Buffalo Bills,buf,Cleveland Browns,cle,Cleveland Browns,cle,10,2019
2447,Miami Dolphins,mia,Indianapolis Colts,clt,Miami Dolphins,mia,10,2019
2448,Los Angeles Rams,ram,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,10,2019
2449,Carolina Panthers,car,Green Bay Packers,gnb,Green Bay Packers,gnb,10,2019
2450,Minnesota Vikings,min,Dallas Cowboys,dal,Minnesota Vikings,min,10,2019
2451,Seattle Seahawks,sea,San Francisco 49ers,sfo,Seattle Seahawks,sea,10,2019
2452,Pittsburgh Steelers,pit,Cleveland Browns,cle,Cleveland Browns,cle,11,2019
2453,Jacksonville Jaguars,jax,Indianapolis Colts,clt,Indianapolis Colts,clt,11,2019
2454,Atlanta Falcons,atl,Carolina Panthers,car,Atlanta Falcons,atl,11,2019
2455,New York Jets,nyj,Washington Football Team,was,New York Jets,nyj,11,2019
2456,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,11,2019
2457,Houston Texans,htx,Baltimore Ravens,rav,Baltimore Ravens,rav,11,2019
2458,Denver Broncos,den,Minnesota Vikings,min,Minnesota Vikings,min,11,2019
2459,Buffalo Bills,buf,Miami Dolphins,mia,Buffalo Bills,buf,11,2019
2460,Dallas Cowboys,dal,Detroit Lions,det,Dallas Cowboys,dal,11,2019
2461,Arizona Cardinals,crd,San Francisco 49ers,sfo,San Francisco 49ers,sfo,11,2019
2462,Cincinnati Bengals,cin,Las Vegas Raiders,rai,Las Vegas Raiders,rai,11,2019
2463,New England Patriots,nwe,Philadelphia Eagles,phi,New England Patriots,nwe,11,2019
2464,Chicago Bears,chi,Los Angeles Rams,ram,Los Angeles Rams,ram,11,2019
2465,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,11,2019
2466,Indianapolis Colts,clt,Houston Texans,htx,Houston Texans,htx,12,2019
2467,Denver Broncos,den,Buffalo Bills,buf,Buffalo Bills,buf,12,2019
2468,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,12,2019
2469,Detroit Lions,det,Washington Football Team,was,Washington Football Team,was,12,2019
2470,Seattle Seahawks,sea,Philadelphia Eagles,phi,Seattle Seahawks,sea,12,2019
2471,Las Vegas Raiders,rai,New York Jets,nyj,New York Jets,nyj,12,2019
2472,Carolina Panthers,car,New Orleans Saints,nor,New Orleans Saints,nor,12,2019
2473,Miami Dolphins,mia,Cleveland Browns,cle,Cleveland Browns,cle,12,2019
2474,Pittsburgh Steelers,pit,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,12,2019
2475,New York Giants,nyg,Chicago Bears,chi,Chicago Bears,chi,12,2019
2476,Jacksonville Jaguars,jax,Tennessee Titans,oti,Tennessee Titans,oti,12,2019
2477,Dallas Cowboys,dal,New England Patriots,nwe,New England Patriots,nwe,12,2019
2478,Green Bay Packers,gnb,San Francisco 49ers,sfo,San Francisco 49ers,sfo,12,2019
2479,Baltimore Ravens,rav,Los Angeles Rams,ram,Baltimore Ravens,rav,12,2019
2480,Chicago Bears,chi,Detroit Lions,det,Chicago Bears,chi,13,2019
2481,Buffalo Bills,buf,Dallas Cowboys,dal,Buffalo Bills,buf,13,2019
2482,New Orleans Saints,nor,Atlanta Falcons,atl,New Orleans Saints,nor,13,2019
2483,San Francisco 49ers,sfo,Baltimore Ravens,rav,Baltimore Ravens,rav,13,2019
2484,Cleveland Browns,cle,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,13,2019
2485,Green Bay Packers,gnb,New York Giants,nyg,Green Bay Packers,gnb,13,2019
2486,Philadelphia Eagles,phi,Miami Dolphins,mia,Miami Dolphins,mia,13,2019
2487,Tampa Bay Buccaneers,tam,Jacksonville Jaguars,jax,Tampa Bay Buccaneers,tam,13,2019
2488,Tennessee Titans,oti,Indianapolis Colts,clt,Tennessee Titans,oti,13,2019
2489,New York Jets,nyj,Cincinnati Bengals,cin,Cincinnati Bengals,cin,13,2019
2490,Washington Football Team,was,Carolina Panthers,car,Washington Football Team,was,13,2019
2491,Los Angeles Rams,ram,Arizona Cardinals,crd,Los Angeles Rams,ram,13,2019
2492,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Kansas City Chiefs,kan,13,2019
2493,Los Angeles Chargers,sdg,Denver Broncos,den,Denver Broncos,den,13,2019
2494,New England Patriots,nwe,Houston Texans,htx,Houston Texans,htx,13,2019
2495,Minnesota Vikings,min,Seattle Seahawks,sea,Seattle Seahawks,sea,13,2019
2496,Dallas Cowboys,dal,Chicago Bears,chi,Chicago Bears,chi,14,2019
2497,Baltimore Ravens,rav,Buffalo Bills,buf,Baltimore Ravens,rav,14,2019
2498,Carolina Panthers,car,Atlanta Falcons,atl,Atlanta Falcons,atl,14,2019
2499,Indianapolis Colts,clt,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,14,2019
2500,Miami Dolphins,mia,New York Jets,nyj,New York Jets,nyj,14,2019
2501,San Francisco 49ers,sfo,New Orleans Saints,nor,San Francisco 49ers,sfo,14,2019
2502,Detroit Lions,det,Minnesota Vikings,min,Minnesota Vikings,min,14,2019
2503,Denver Broncos,den,Houston Texans,htx,Denver Broncos,den,14,2019
2504,Washington Football Team,was,Green Bay Packers,gnb,Green Bay Packers,gnb,14,2019
2505,Cincinnati Bengals,cin,Cleveland Browns,cle,Cleveland Browns,cle,14,2019
2506,Los Angeles Chargers,sdg,Jacksonville Jaguars,jax,Los Angeles Chargers,sdg,14,2019
2507,Tennessee Titans,oti,Las Vegas Raiders,rai,Tennessee Titans,oti,14,2019
2508,Kansas City Chiefs,kan,New England Patriots,nwe,Kansas City Chiefs,kan,14,2019
2509,Pittsburgh Steelers,pit,Arizona Cardinals,crd,Pittsburgh Steelers,pit,14,2019
2510,Seattle Seahawks,sea,Los Angeles Rams,ram,Los Angeles Rams,ram,14,2019
2511,New York Giants,nyg,Philadelphia Eagles,phi,Philadelphia Eagles,phi,14,2019
2512,New York Jets,nyj,Baltimore Ravens,rav,Baltimore Ravens,rav,15,2019
2513,New England Patriots,nwe,Cincinnati Bengals,cin,New England Patriots,nwe,15,2019
2514,Seattle Seahawks,sea,Carolina Panthers,car,Seattle Seahawks,sea,15,2019
2515,Philadelphia Eagles,phi,Washington Football Team,was,Philadelphia Eagles,phi,15,2019
2516,Houston Texans,htx,Tennessee Titans,oti,Houston Texans,htx,15,2019
2517,Miami Dolphins,mia,New York Giants,nyg,New York Giants,nyg,15,2019
2518,Denver Broncos,den,Kansas City Chiefs,kan,Kansas City Chiefs,kan,15,2019
2519,Chicago Bears,chi,Green Bay Packers,gnb,Green Bay Packers,gnb,15,2019
2520,Tampa Bay Buccaneers,tam,Detroit Lions,det,Tampa Bay Buccaneers,tam,15,2019
2521,Minnesota Vikings,min,Los Angeles Chargers,sdg,Minnesota Vikings,min,15,2019
2522,Jacksonville Jaguars,jax,Las Vegas Raiders,rai,Jacksonville Jaguars,jax,15,2019
2523,Cleveland Browns,cle,Arizona Cardinals,crd,Arizona Cardinals,crd,15,2019
2524,Atlanta Falcons,atl,San Francisco 49ers,sfo,Atlanta Falcons,atl,15,2019
2525,Los Angeles Rams,ram,Dallas Cowboys,dal,Dallas Cowboys,dal,15,2019
2526,Buffalo Bills,buf,Pittsburgh Steelers,pit,Buffalo Bills,buf,15,2019
2527,Indianapolis Colts,clt,New Orleans Saints,nor,New Orleans Saints,nor,15,2019
2528,Houston Texans,htx,Tampa Bay Buccaneers,tam,Houston Texans,htx,16,2019
2529,Buffalo Bills,buf,New England Patriots,nwe,New England Patriots,nwe,16,2019
2530,Los Angeles Rams,ram,San Francisco 49ers,sfo,San Francisco 49ers,sfo,16,2019
2531,New York Giants,nyg,Washington Football Team,was,New York Giants,nyg,16,2019
2532,New Orleans Saints,nor,Tennessee Titans,oti,New Orleans Saints,nor,16,2019
2533,Pittsburgh Steelers,pit,New York Jets,nyj,New York Jets,nyj,16,2019
2534,Cincinnati Bengals,cin,Miami Dolphins,mia,Miami Dolphins,mia,16,2019
2535,Carolina Panthers,car,Indianapolis Colts,clt,Indianapolis Colts,clt,16,2019
2536,Baltimore Ravens,rav,Cleveland Browns,cle,Baltimore Ravens,rav,16,2019
2537,Jacksonville Jaguars,jax,Atlanta Falcons,atl,Atlanta Falcons,atl,16,2019
2538,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,16,2019
2539,Detroit Lions,det,Denver Broncos,den,Denver Broncos,den,16,2019
2540,Arizona Cardinals,crd,Seattle Seahawks,sea,Arizona Cardinals,crd,16,2019
2541,Dallas Cowboys,dal,Philadelphia Eagles,phi,Philadelphia Eagles,phi,16,2019
2542,Kansas City Chiefs,kan,Chicago Bears,chi,Kansas City Chiefs,kan,16,2019
2543,Green Bay Packers,gnb,Minnesota Vikings,min,Green Bay Packers,gnb,16,2019
2544,Cleveland Browns,cle,Cincinnati Bengals,cin,Cincinnati Bengals,cin,17,2019
2545,New Orleans Saints,nor,Carolina Panthers,car,New Orleans Saints,nor,17,2019
2546,New York Jets,nyj,Buffalo Bills,buf,New York Jets,nyj,17,2019
